Annual Income,Company,Model,Price ($),Body Style,Cluster
13500,28,28,25001,4,0
1631000,17,131,26100,4,1
13500,12,121,21001,2,0
650000,1,8,27001,3,3
725000,28,106,20001,1,3
665000,0,141,28000,1,3
560500,17,46,28500,1,3
13500,20,21,17000,1,0
13500,8,118,18001,0,0
1695000,15,145,26500,1,1
2550000,2,3,21000,1,2
1590000,25,85,18000,1,1
532500,22,75,19500,2,3
561000,16,23,14000,1,3
525000,8,43,19000,4,3
2800000,24,0,69000,4,2
1870000,8,60,26000,3,1
2402500,13,152,23250,1,2
435000,0,141,28000,1,3
1190000,8,47,20000,2,1
1516000,14,84,22600,4,1
13500,8,62,14000,2,0
468250,5,29,41250,4,3
1716000,16,127,26600,1,1
270000,6,41,28000,1,0
365000,4,34,75000,1,0
340000,28,18,21000,1,0
722500,7,149,41500,3,3
1600000,26,65,22000,1,1
13500,24,0,69000,4,0
13500,29,122,17000,4,0
1030000,28,106,13000,1,3
1450000,7,149,23000,3,1
760000,13,152,13000,1,3
850000,5,109,42001,0,3
13500,20,137,60000,4,0
1265000,25,126,11500,3,1
450000,22,72,31000,3,3
823000,16,120,18000,3,3
13500,19,108,16001,0,0
1266000,15,145,17600,1,1
1040000,25,83,51000,4,3
625000,14,68,25000,1,3
13500,9,27,39000,3,0
751000,15,42,20000,2,3
13500,9,12,43000,4,0
888000,21,110,27000,1,3
521000,27,112,28000,1,3
423750,5,95,44750,1,3
857700,9,27,31700,3,3
642500,15,101,19500,4,3
615000,2,3,19000,1,3
845000,22,75,69000,2,3
585000,5,109,16000,3,3
440000,26,65,22000,3,3
850000,17,46,26000,1,3
775000,4,58,34000,4,3
850000,20,80,39000,3,3
705000,22,140,18000,4,3
1955000,25,83,24500,4,1
1702000,22,72,12200,3,1
500000,17,148,16000,2,3
3399000,18,1,24900,4,2
4802500,8,118,25251,0,2
3900000,16,53,31000,4,2
13500,28,28,16000,4,0
697000,8,43,62000,4,3
1665000,25,125,33500,1,1
13500,4,58,38000,4,0
323000,6,2,16000,3,0
550000,20,15,71000,2,3
1220000,24,0,26000,4,1
638000,27,87,21001,3,3
131000,3,37,17000,1,0
13500,14,84,69000,4,0
950000,16,127,26001,0,3
502000,2,7,16000,3,3
727000,10,138,21000,3,3
707500,7,116,15500,1,3
680000,16,127,26001,0,3
581000,28,69,25000,3,3
640000,6,41,28001,0,3
372000,27,30,29000,1,0
555000,19,66,26000,1,3
1676000,28,81,69600,2,1
1400000,8,99,22000,1,1
1301000,29,124,21100,4,1
575000,6,133,21000,4,3
13500,8,118,18000,1,0
766000,16,23,17000,1,3
910000,20,137,60000,4,3
1100000,7,115,19000,3,1
710000,23,20,24000,3,3
892500,29,123,26500,3,3
730000,9,27,31000,3,3
790000,1,9,13000,3,3
550000,25,130,36000,2,3
13500,2,4,16000,4,0
13500,9,107,22000,0,0
675000,0,141,14000,1,3
441000,7,79,31000,4,3
1090000,5,109,22000,1,3
1365000,9,103,27500,2,1
1750000,7,115,45000,1,1
13500,6,133,26000,4,0
580000,26,65,17000,1,3
373500,28,18,21501,0,0
675000,28,106,31000,1,3
1100000,15,101,19000,4,1
13500,12,121,45000,2,0
650000,3,105,62000,1,3
1200000,21,102,27000,3,1
1080000,9,12,21000,4,3
1005000,4,57,29500,2,3
13500,28,81,22000,2,0
13500,7,139,37000,1,0
695000,6,82,17000,1,3
855000,20,48,15000,4,3
522500,5,93,31500,2,3
990000,0,113,34000,3,3
867000,27,142,24000,0,3
13500,28,28,16000,4,0
738000,15,145,18000,1,3
13500,8,61,22000,1,0
13500,10,11,18000,1,0
2005000,4,57,31500,2,1
523000,27,87,33000,3,3
420000,9,12,21001,4,3
680000,8,43,19000,4,3
750000,21,150,12000,2,3
531000,26,65,22001,0,3
640000,2,4,21000,4,3
13500,10,138,13000,3,0
675000,7,52,24000,3,3
13500,28,106,9000,1,0
622000,5,109,22000,1,3
680000,18,97,39000,3,3
500000,29,24,17000,1,3
550000,15,145,18000,1,3
730000,18,70,36000,2,3
875000,18,96,16000,3,3
13500,28,69,25000,3,0
850000,22,75,69000,2,3
715000,9,12,21000,4,3
800000,8,143,22000,3,3
680000,5,93,19000,2,3
1010000,27,30,31000,1,3
13500,17,131,61000,4,0
630000,15,145,26000,1,3
605000,5,45,26000,3,3
310000,27,5,25001,4,0
290000,18,97,45001,1,0
608000,22,19,36001,1,3
13500,16,23,12001,1,0
570000,2,3,21001,1,3
520500,16,23,17500,1,3
1400000,16,90,41001,1,1
1150000,5,93,31000,2,1
591000,25,125,33001,0,3
1450000,7,79,11000,4,1
800000,19,66,20000,1,3
752000,8,99,25000,1,3
881000,2,3,19000,1,3
1909000,28,81,24900,2,1
425000,5,93,19000,2,3
2300000,16,23,12000,1,2
1710000,27,142,24000,1,1
516000,7,116,60000,1,3
2221000,16,127,17100,1,2
13500,22,75,69000,2,0
515000,8,151,17000,4,3
635000,19,66,53000,1,3
762000,5,77,22000,1,3
1215000,25,85,18500,1,1
610000,20,137,14001,4,3
580000,6,82,21000,1,3
444000,16,120,39000,3,3
700000,28,18,21000,0,3
13500,6,2,16000,3,0
722000,1,9,14000,3,3
13500,20,48,41000,4,0
450000,5,45,45000,3,3
535000,5,77,22001,1,3
800000,10,11,18000,1,3
775000,20,137,19000,4,3
13500,20,48,41000,4,0
701500,27,44,22500,2,3
540000,6,2,26000,3,3
1360000,7,31,23000,1,1
1500000,3,105,12000,1,1
1180000,18,96,16000,3,1
815000,24,0,69001,4,3
820000,29,122,57001,4,3
411000,28,106,13001,1,3
790000,7,149,23001,3,3
605000,13,152,13001,1,3
13500,16,129,71000,1,0
1600000,14,86,54000,3,1
1460000,8,47,29000,2,1
677000,20,15,24000,2,3
493500,21,150,22500,2,3
540000,28,28,25001,4,3
1610000,7,49,12000,4,1
13500,6,2,26000,3,0
1870000,8,61,42000,1,1
622000,19,108,21000,1,3
657000,2,7,14000,3,3
13500,8,60,41000,3,0
1150000,3,37,17001,0,1
630000,5,109,22001,0,3
1160000,29,122,22000,4,1
790000,21,150,20000,2,3
805000,0,141,23000,1,3
530000,26,65,26000,1,3
915000,20,21,36000,1,3
460000,25,130,25000,2,3
805000,29,123,32001,3,3
1900000,28,71,17000,0,1
536000,16,90,25000,1,3
795000,7,52,31000,3,3
644000,20,21,18000,1,3
890000,20,137,60001,4,3
795000,25,126,11000,3,3
634000,22,72,31000,3,3
642000,16,120,18000,3,3
730000,9,107,27000,3,3
863000,28,71,17000,3,3
740000,2,7,16000,3,3
1819000,10,138,21900,3,1
410000,7,116,15000,1,3
13500,28,71,18000,3,0
800000,20,13,17000,0,3
520000,9,103,54000,2,3
553100,6,82,26100,1,3
418000,5,89,42000,2,3
505000,9,40,43000,1,3
1370000,28,18,45001,0,1
680000,0,141,28000,1,3
472000,8,47,20000,2,3
442500,14,84,22500,4,3
530000,8,62,14000,2,3
2625000,6,41,42500,1,2
576000,6,133,19000,4,3
570000,5,95,26000,1,3
550000,21,150,20000,2,3
505000,24,6,28000,1,3
13500,9,40,43000,1,0
400000,2,7,25000,3,3
2170000,20,137,12000,4,1
13500,14,84,39000,4,0
1577500,4,57,60750,2,1
810000,7,115,45001,0,3
13500,8,61,18000,1,0
755000,4,50,69000,3,3
565000,26,104,19000,3,3
779000,6,133,19000,4,3
350000,14,86,54000,3,0
337000,5,45,22000,3,0
672000,15,42,82000,2,3
557500,8,59,11500,2,3
652000,26,65,17001,0,3
905000,7,31,38000,1,3
647000,2,4,69000,4,3
800000,21,102,27000,3,3
2210000,13,38,36000,4,2
1400000,20,137,14000,4,1
13500,28,106,9000,1,0
805000,19,66,12000,1,3
2400000,8,151,31000,4,2
535000,19,108,31000,1,3
765000,21,102,29000,3,3
280000,28,69,25000,3,0
1015000,28,18,21500,3,3
13500,27,30,29001,1,0
13500,5,29,41000,4,0
700000,14,54,34001,0,3
878000,1,8,27000,0,3
1802000,27,112,27200,1,1
13500,17,148,36000,2,0
1460000,12,121,20000,2,1
13500,20,21,36000,1,0
2261000,18,97,45101,0,2
717000,8,43,62000,4,3
422000,7,149,31000,3,3
13500,2,7,62000,3,0
590000,17,148,14000,2,3
438000,5,109,33000,3,3
13500,28,106,31000,1,0
502500,15,101,19501,4,3
520000,12,121,45001,2,3
1203500,4,34,75350,1,1
757000,5,91,41000,0,3
13500,7,149,41000,3,0
1335000,27,142,53500,0,1
275500,16,128,17500,2,0
13500,18,1,39000,4,0
13500,2,7,31000,3,0
1065000,5,91,41500,1,3
13500,16,90,41001,0,0
1300000,28,69,20000,3,1
770000,2,4,18000,4,3
13500,21,110,16000,1,0
13500,18,1,18000,4,0
13500,16,53,31000,4,0
13500,0,113,17000,3,0
256000,28,81,16000,2,0
442000,3,105,62000,1,3
13500,8,43,19000,4,0
1193000,21,150,12300,2,1
416000,27,142,53000,3,3
820000,2,4,21001,4,3
474000,5,93,31000,2,3
981000,29,123,21000,3,3
1690000,7,79,11000,4,1
955000,26,65,17000,0,3
590500,4,58,38500,4,3
895000,6,2,16000,3,3
13500,20,15,71000,2,0
444000,24,0,26000,4,3
790000,27,87,21000,3,3
635000,26,65,23000,0,3
806000,14,84,69000,4,3
13500,6,2,22000,3,0
13500,28,106,27000,1,0
13500,28,106,13000,1,0
1470000,4,57,17000,2,1
670000,14,54,27000,1,3
1012000,29,122,36200,4,3
599000,15,101,19000,4,3
905000,19,66,18000,1,3
13500,7,149,31000,3,0
622000,19,108,21001,0,3
830000,29,122,36000,4,3
902000,8,62,13000,2,3
13500,0,141,28000,1,0
13500,16,90,25001,0,0
655000,6,41,42001,0,3
550000,5,91,41001,0,3
13500,5,109,22000,1,0
13500,7,117,22000,2,0
13500,19,66,53000,1,0
2005000,29,122,22500,4,1
928000,9,40,25000,1,3
586500,20,21,26500,1,3
451000,8,62,38000,2,3
1865000,22,140,43500,4,1
13500,19,66,20000,1,0
540000,8,99,25000,1,3
1080000,2,3,19000,1,3
500000,28,81,24001,2,3
497500,10,11,18500,1,3
13500,20,137,19000,4,0
2100000,20,48,41000,4,1
1740000,16,90,41000,0,1
752500,9,103,27500,2,3
2118000,18,55,12800,0,1
715000,6,133,26000,4,3
780000,5,91,21000,0,3
1300000,10,11,18000,1,1
1767000,4,57,31700,2,1
13500,8,43,62000,4,0
1160500,16,120,39050,3,1
650000,8,118,18000,1,3
1170000,5,45,46000,3,1
1314000,27,112,22401,1,1
13500,27,142,82001,1,0
1030000,21,110,15001,1,3
13500,15,145,33000,1,0
925000,14,54,27001,0,3
711000,26,104,57000,3,3
2010000,29,122,42000,4,1
525000,17,100,9000,2,3
485500,0,113,34500,3,3
465000,22,19,19000,1,3
1200000,28,106,13000,1,1
1780000,8,62,13000,2,1
790000,2,4,16000,4,3
455000,5,95,20000,1,3
410000,6,2,26000,3,3
635000,4,57,13000,2,3
775000,21,150,20000,2,3
1800000,27,44,22000,2,1
13500,27,87,33000,3,0
1225000,27,30,31501,1,1
790000,14,84,22000,4,3
690500,24,0,26500,4,3
1255000,2,7,14500,3,1
1070000,8,60,41000,3,3
2200000,6,41,18000,3,2
2290000,25,125,33000,3,2
2570000,29,122,22000,4,2
660000,9,12,21000,4,3
13500,27,5,25000,4,0
936000,28,18,45000,0,3
785000,22,19,36000,1,3
2425000,16,23,12500,1,2
1450000,3,105,23000,1,1
13500,8,47,29000,2,0
1774500,16,23,17450,1,1
13500,9,107,27001,1,0
525500,7,149,26501,3,3
750000,8,118,18001,0,3
407000,17,148,14000,2,3
455000,22,72,26000,3,3
425000,14,84,13000,4,3
13500,27,142,82001,0,0
520000,21,110,71000,1,3
590900,5,91,41900,1,3
13500,3,88,20000,4,0
670000,1,9,24000,3,3
13500,9,27,31000,3,0
2400000,7,52,31000,3,2
2200000,7,115,19000,3,2
3250000,8,61,18000,1,2
806000,4,50,69000,3,3
4000000,26,104,19000,3,2
825000,2,3,21000,1,3
682000,16,23,17000,1,3
1350000,18,97,12000,0,1
2258000,1,9,14800,3,2
13500,20,48,41000,4,0
1960000,19,108,21000,1,1
825000,27,44,41000,2,3
1262000,9,27,12200,3,1
1110000,27,44,22000,2,1
1410000,19,108,21001,1,1
469500,7,117,22500,2,3
950000,16,25,29000,3,3
1150000,9,12,19000,4,1
610000,17,74,71000,3,3
577250,3,105,29250,1,3
740000,6,82,20000,1,3
680000,25,85,18000,1,3
13500,19,66,53000,1,0
790500,18,55,27500,1,3
695000,7,115,19000,1,3
1215000,6,133,19500,4,1
2250000,14,86,54000,3,2
1650000,5,45,45000,3,1
13500,5,77,22000,1,0
1303500,28,18,45350,1,1
13500,21,110,71000,1,0
275000,17,131,39000,4,0
13500,26,104,19000,3,0
805000,13,152,19000,1,3
1156000,29,123,32600,1,1
450000,5,45,22000,3,3
1400000,15,42,82000,2,1
13500,8,59,11000,2,0
812000,19,108,11000,3,3
13500,20,21,36000,1,0
4260000,7,115,16000,3,2
1140000,8,43,62000,4,1
1250000,28,28,25000,4,1
520000,7,49,12000,4,3
555000,6,2,26000,3,3
1218000,8,61,42800,1,1
300000,5,91,82000,0,0
675000,8,64,17000,0,3
1080000,5,109,15001,0,3
1115000,25,85,13500,1,1
1340000,28,69,25000,3,1
13500,21,102,22000,3,0
13500,13,152,19000,1,0
13500,21,102,27000,3,0
1200000,14,84,18000,4,1
13500,21,150,75000,2,0
810000,17,46,33000,1,3
550500,22,140,18500,4,3
535000,28,81,24000,2,3
641000,29,122,36000,4,3
503000,5,89,10000,2,3
668000,16,25,29000,3,3
666000,20,48,41000,4,3
1350000,20,21,36000,1,1
13500,0,113,17000,3,0
710000,21,150,75000,2,3
1010000,1,9,24000,3,3
580000,27,136,27000,2,3
653000,16,120,21000,3,3
740000,8,61,18000,1,3
2330000,28,18,45000,3,2
2800000,28,69,20000,3,2
13500,2,4,18000,4,0
13500,21,110,16000,1,0
13500,6,133,19000,4,0
600000,5,95,26000,1,3
487000,21,150,20000,2,3
13500,24,6,28000,1,0
1570000,21,110,71000,1,1
1001000,25,125,61100,1,3
665000,18,51,21000,1,3
1330000,16,128,19000,2,1
850000,18,70,42000,2,3
13500,8,47,20000,2,0
1100000,15,42,82000,2,1
850000,18,51,17000,1,3
493000,25,83,45000,4,3
1240000,7,52,22000,3,1
1010000,18,51,18000,1,3
1626000,7,17,22600,2,1
605000,7,149,31000,3,3
1255000,7,115,21500,3,1
1850000,29,122,36000,4,1
13500,8,62,13000,2,0
13500,0,141,28000,1,0
572000,9,40,43000,1,3
650000,2,7,25000,3,3
731000,20,137,12000,4,3
13500,14,84,39000,4,0
793000,4,57,60000,2,3
290000,5,89,12001,2,0
1570000,27,30,29000,1,1
13500,22,75,42000,2,0
1916000,13,73,19600,3,1
500000,27,36,14000,3,3
965000,21,102,27000,3,3
2220000,20,137,34000,4,2
13500,18,51,17000,1,0
13500,15,42,42000,2,0
730000,16,129,14000,1,3
13500,4,58,28000,4,0
13500,6,133,26000,4,0
550000,4,34,28000,1,3
1800000,2,3,9000,1,1
2000000,28,81,19000,2,1
805000,4,135,22000,3,3
2000000,23,33,22000,3,1
13500,18,97,29000,3,0
13500,15,145,33000,1,0
700000,8,64,24000,3,3
2130000,26,104,57000,3,1
500000,29,122,42000,4,3
2125000,17,100,9500,2,1
13500,27,112,27000,1,0
13500,17,148,36000,2,0
2775000,12,121,20500,2,2
1700000,16,128,17000,2,1
13500,18,1,39000,4,0
13500,2,7,31000,3,0
480000,18,97,39000,0,3
13500,6,2,22000,3,0
13500,0,113,24000,3,0
1775000,1,10,44500,2,1
752000,4,57,31000,2,3
670000,16,128,46000,2,3
13500,8,62,22000,2,0
1507000,6,2,26700,3,1
890000,21,102,27000,3,3
1000000,5,95,44000,1,3
1365000,16,120,21500,3,1
1210000,20,80,18000,3,1
13500,5,89,10000,2,0
642000,9,107,27001,0,3
790500,6,39,12500,2,3
1350000,17,131,39000,4,1
655000,9,27,22000,3,3
575000,19,108,21001,0,3
13500,7,17,22000,2,0
751000,9,107,22000,1,3
682000,5,109,42000,1,3
13500,9,40,43000,1,0
355000,9,27,22000,3,0
1270000,3,105,45000,1,1
975000,4,58,34000,4,3
820000,13,152,19000,1,3
4350000,0,113,34000,3,2
13500,22,19,19000,1,0
648000,14,84,22000,4,3
1800000,26,65,22000,3,1
1020000,17,148,14000,2,3
635000,22,72,26000,3,3
13500,14,84,13001,4,0
2350000,29,123,26001,3,2
1500000,7,117,22001,2,1
1900000,16,25,29001,3,1
2400000,28,106,27000,1,2
13500,28,106,13000,1,0
530000,4,57,17000,2,3
490000,27,142,24000,0,3
1140000,29,122,36000,4,1
1510500,15,101,19050,4,1
353000,19,66,18000,1,0
1250000,8,43,62000,4,1
2300000,16,120,39000,3,2
1699000,27,142,24900,0,1
644000,15,101,19000,4,3
700000,18,97,53000,3,3
1101000,20,80,45100,3,1
1000000,22,19,20000,1,3
865000,8,151,19000,4,3
805500,13,38,14500,4,3
13500,28,106,12001,1,0
1015000,23,33,26501,3,3
930000,6,2,22001,3,3
999000,7,115,57001,3,3
1168888,19,108,21881,0,1
3030000,28,18,45001,0,2
1300000,16,23,17000,1,1
13500,25,125,61001,0,0
13500,7,49,21000,4,0
786000,16,129,14000,1,3
13500,18,1,19000,4,0
450000,18,97,53001,0,3
1470000,24,0,69000,4,1
13500,6,82,21000,1,0
750000,29,122,42000,4,3
13500,16,127,26000,1,0
1280000,6,82,51000,1,1
850000,28,81,22000,2,3
1200000,22,75,42000,2,1
13500,28,81,69000,2,0
655000,19,153,26000,2,3
1140000,8,118,61000,1,1
562000,19,111,32000,3,3
531000,22,72,31000,3,3
526000,9,12,19001,4,3
390000,17,74,71001,3,3
13500,3,105,29001,1,0
2950000,17,131,39001,4,2
905000,26,104,19001,3,3
1750000,17,46,33001,1,1
760000,22,140,18001,4,3
550000,28,81,24001,2,3
3180000,29,122,36001,4,2
1367000,5,89,10701,2,1
788000,16,25,29001,3,3
3600000,20,48,41001,4,2
2550000,18,70,42001,2,2
1050000,8,47,20001,2,3
3350000,15,42,82001,2,2
1400000,18,51,17001,1,1
13500,21,102,27001,3,0
720000,5,45,46000,3,3
880000,27,112,22000,1,3
785000,14,54,27000,0,3
347500,21,110,15500,1,0
410000,27,30,31000,1,3
1010000,3,105,23000,1,3
1485000,8,47,29500,2,1
730000,16,23,17000,1,3
13500,8,64,49000,0,0
1750000,7,149,26000,3,1
1950000,27,142,53000,0,1
440000,27,44,41000,2,3
480750,9,27,12750,3,3
540000,27,44,22000,2,3
1325000,25,125,61501,0,1
13500,4,135,22000,0,0
725000,21,110,71000,1,3
1042500,16,23,15251,1,3
1002000,17,131,39200,4,3
13500,20,137,25000,4,0
992000,23,33,22001,3,3
13500,14,68,12001,1,0
650000,27,44,14001,2,3
2600000,28,106,27000,1,2
13500,8,60,41000,3,0
13500,7,52,31000,3,0
965000,18,51,12000,1,3
920000,5,45,25000,3,3
13500,4,135,22000,3,0
1301000,7,31,19100,3,1
820000,25,125,61001,3,3
1171000,18,97,53101,3,1
860000,28,28,17001,4,3
13500,7,115,16001,3,0
1111000,20,137,14100,4,1
13500,28,81,38000,2,0
652500,23,32,32500,2,3
736500,16,25,22500,3,3
1040000,8,43,19000,4,3
980000,0,113,31000,3,3
1570000,5,95,21000,1,1
13500,23,33,26001,0,0
1060000,7,115,57001,0,3
13500,23,20,26000,3,0
1085000,23,33,22501,0,3
580000,4,135,22001,0,3
931000,7,31,19001,0,3
740000,22,75,42000,2,3
1030000,21,102,29000,3,3
715000,0,113,34000,3,3
13500,7,17,22000,2,0
490000,13,152,13000,1,3
472000,8,143,69000,3,3
467000,2,4,21000,4,3
302500,18,51,18500,1,0
750000,17,148,28000,2,3
390000,20,21,26000,1,3
460000,6,82,20000,1,3
1155000,5,45,35500,3,1
480000,7,115,45000,1,3
1100000,15,101,19000,4,1
792000,27,87,33000,3,3
540000,29,24,12000,1,3
1171000,14,68,25100,1,1
1408000,5,45,45800,3,1
1494000,19,92,22400,4,1
2760000,20,15,71000,2,2
1285000,22,140,43500,4,1
662500,20,137,34501,4,3
3270000,18,51,17001,1,2
13500,15,42,42001,2,0
1280000,16,129,14001,1,1
625000,16,120,21000,3,3
700000,20,80,18000,3,3
13500,5,89,10000,2,0
13500,25,85,13000,1,0
1150000,28,69,25000,3,1
695000,21,102,22000,3,3
655000,13,152,19000,1,3
775000,21,102,27000,3,3
820000,14,84,18000,4,3
990000,21,150,75000,2,3
1085000,15,145,18501,1,3
1415500,18,51,18550,1,1
898000,22,75,19000,2,3
627000,22,75,19000,2,3
1206000,16,90,25600,3,1
705000,5,109,22000,3,3
13500,15,145,33000,1,0
13500,27,30,31000,1,0
570000,16,120,10000,3,3
610000,0,113,17000,3,3
468000,5,93,31000,2,3
355000,25,125,61001,0,0
518000,5,45,26000,3,3
1135000,13,38,36500,4,1
1900000,14,84,39000,4,1
950000,20,48,15000,4,3
13500,1,9,25000,3,0
530000,7,149,31000,3,3
745000,22,19,11000,1,3
562000,6,41,18000,1,3
627000,3,37,17000,1,3
1920000,19,108,75000,3,1
13500,6,39,12000,2,0
13500,17,131,39000,4,0
883000,21,110,71000,1,3
13500,7,31,19000,0,0
1130000,18,51,21000,1,1
1260000,3,105,29000,1,1
13500,21,150,22000,2,0
13500,8,61,41000,1,0
430000,18,97,53001,0,3
13500,18,1,21000,4,0
500000,7,115,16001,0,3
1670000,5,77,21000,1,1
950000,12,121,20000,2,3
1225000,19,92,54500,4,1
13500,9,27,22000,3,0
1860000,16,127,26000,3,1
2730000,23,33,22001,3,2
2410000,8,118,18001,3,2
2530000,16,23,17001,1,2
13500,23,33,22001,3,0
960000,16,128,19000,2,3
1050000,5,89,12000,2,3
900000,27,30,29000,1,3
806000,22,75,42000,2,3
1160000,13,73,19000,3,1
700000,27,36,14000,3,3
13500,5,93,31000,2,0
13500,17,74,19000,3,0
985000,18,51,25000,1,3
753000,14,67,51000,2,3
1460000,2,3,19001,1,1
1000000,0,141,21001,1,3
1266000,14,67,17600,2,1
1210000,6,82,21000,1,1
1470000,16,90,25001,0,1
1056000,22,140,28600,4,3
1091000,6,82,51100,1,3
580000,24,0,18000,4,3
1035000,22,140,43500,4,3
480000,20,48,41000,4,3
750000,5,109,22000,1,3
13500,2,3,22000,1,0
730000,8,99,43000,1,3
13500,5,35,20000,3,0
13500,7,49,21001,4,0
2020000,16,129,14000,1,1
460000,18,1,19000,4,3
980000,0,113,24000,3,3
13500,1,10,44000,2,0
1121000,4,57,31100,2,1
1035000,22,63,43501,3,3
13500,1,9,15001,3,0
13500,6,144,17000,4,0
585000,7,116,31000,1,3
13500,5,77,14000,1,0
13500,5,109,22001,0,0
820000,6,2,16000,3,3
746000,29,122,26000,4,3
1650000,8,61,18000,1,1
2250000,17,98,21000,3,2
1053000,24,0,69300,4,3
1800000,6,82,21000,1,1
13500,20,137,14000,4,0
1472000,28,81,38200,2,1
2120000,23,32,32000,2,1
13500,16,25,22000,3,0
1800000,8,43,19000,4,1
1910000,0,113,31000,3,1
754000,5,95,21000,1,3
13500,9,107,13000,3,0
1605000,5,91,24500,3,1
13500,23,20,26000,3,0
1250800,16,128,46080,2,1
1327000,8,62,22700,2,1
670000,6,2,26000,3,3
1523000,21,102,27300,3,1
13500,5,95,44000,1,0
1615000,15,101,19500,4,1
988000,14,54,34000,0,3
620000,20,80,45000,3,3
13500,22,19,20000,1,0
800000,8,151,19000,4,3
1676000,13,38,14600,4,1
1540000,28,106,12000,1,1
855000,5,109,25000,0,3
845000,23,33,22000,3,3
13500,20,137,26000,4,0
881000,7,115,19000,3,3
13500,8,151,31000,4,0
1270000,17,131,39000,4,1
340000,27,87,21000,3,0
13500,3,105,62000,1,0
780000,23,33,16000,3,3
13500,16,120,18000,3,0
1060000,14,54,34000,3,3
930000,20,137,26000,4,3
13500,16,120,10000,3,0
1420000,5,109,25000,3,1
1000000,5,95,26000,1,3
1000000,16,128,36000,2,3
813500,0,113,31500,3,3
13500,21,110,15000,1,0
987000,7,116,60000,1,3
700000,20,48,41000,4,3
1365000,28,81,69500,2,1
818000,1,9,14000,3,3
13500,20,48,46000,4,0
13500,18,1,19000,4,0
320000,19,14,20000,1,0
800000,2,7,29000,3,3
530000,9,12,43000,4,3
2750000,27,136,12000,2,2
853000,1,9,27000,3,3
670000,16,53,31000,4,3
765000,11,76,15000,1,3
820000,14,84,27000,4,3
13500,8,47,29000,2,0
1150000,2,7,16000,3,1
723000,2,3,19000,1,3
870000,16,129,71000,1,3
750000,20,21,15000,1,3
13500,1,9,42000,3,0
595000,7,17,39000,2,3
3200000,22,72,26000,3,2
13500,18,97,12000,3,0
3000000,18,55,27000,3,2
13500,26,65,26000,3,0
3400000,22,75,42000,2,2
13500,21,102,29000,3,0
1160000,6,2,22000,3,1
710000,27,142,53000,0,3
1200000,16,23,15000,1,1
715000,17,131,39000,4,3
1010000,20,137,25000,4,3
1075000,23,32,20500,2,3
1105000,20,15,24500,2,1
1209000,14,84,54900,4,1
3010000,27,142,53001,3,2
1435000,23,20,14501,3,1
440000,29,147,39000,2,3
435000,8,143,69000,3,3
500500,12,121,16500,2,3
13500,15,145,17000,1,0
600000,22,63,43001,0,3
1510000,5,109,27000,0,1
740000,19,153,26000,2,3
742000,0,141,23000,1,3
1750000,14,84,13000,4,1
1360000,18,1,19000,4,1
13500,0,113,34000,3,0
13500,7,17,22000,2,0
1490000,27,30,31000,1,1
905000,16,120,10000,3,3
13500,0,113,17000,3,0
2188000,5,93,31801,2,1
755000,8,64,49001,3,3
13500,5,45,26000,3,0
2900000,13,38,36000,4,2
1947000,4,135,44700,3,1
13500,18,1,21000,4,0
13500,18,55,12000,3,0
3290000,14,67,17000,2,2
2665000,6,82,21500,1,2
13500,5,91,21000,3,0
1801000,22,140,28100,4,1
450000,8,118,61000,0,3
13500,14,68,12000,1,0
730000,27,44,14000,2,3
676000,28,106,27000,1,3
839000,8,60,41000,3,3
805000,7,52,31000,3,3
802000,18,51,12000,1,3
1126000,5,45,25600,3,1
970000,5,109,16000,0,3
6240000,6,41,42000,0,2
1950000,28,71,35000,0,1
810000,19,108,21000,0,3
1512000,28,28,17200,4,1
767500,8,118,61500,0,3
2042000,15,145,18200,1,1
1285000,18,51,18500,1,1
1417000,0,113,24701,3,1
1290000,10,56,22001,4,1
13500,16,120,21001,3,0
13500,28,106,13001,1,0
1226000,28,18,45601,3,1
495000,5,91,14000,3,3
325000,26,65,26000,3,0
1370000,10,138,21000,3,1
13500,7,52,10000,3,0
2560000,18,97,29001,3,2
1620000,7,116,60001,1,1
13500,20,15,24001,2,0
1180000,5,45,46000,3,1
1405000,24,0,23500,4,1
880000,27,112,22000,1,3
1450000,17,46,22000,1,1
1060000,1,9,27000,3,3
940000,8,60,10000,3,3
510000,27,36,45000,3,3
551000,23,33,22001,0,3
412000,7,115,19001,0,3
2100000,20,21,17000,1,1
825000,18,97,12000,0,3
1727500,15,145,26750,1,1
1331000,2,3,21100,1,1
13500,25,85,18000,1,0
13500,22,75,19000,2,0
409000,16,23,14000,1,3
1020000,8,43,19000,4,3
600000,24,0,69000,4,3
1070000,8,60,26000,3,3
825000,13,152,23000,1,3
13500,1,8,12000,0,0
1230000,27,136,12000,2,1
13500,27,36,25000,3,0
2170000,28,81,69000,2,1
13500,27,30,34000,1,0
2500000,17,46,33000,1,2
13500,28,81,45000,2,0
1680000,2,7,31000,3,1
807500,7,115,21500,0,3
1125000,6,144,17500,4,1
860000,5,29,17000,4,3
845000,5,45,25000,3,3
13500,22,140,28000,4,0
1085000,16,120,10500,3,3
660000,6,41,46000,0,3
2380000,18,51,49000,1,2
1100000,6,82,51000,1,1
13500,24,0,18000,4,0
13500,22,75,19000,2,0
1260000,22,75,19000,2,1
856000,15,145,17000,1,3
13500,25,83,51000,4,0
780000,25,83,24000,4,3
13500,22,72,12000,3,0
2100000,1,9,15000,3,1
